number,name,status
255,PEP 255 – Simple Generators,1
254,PEP 254 – Making Classes Look More Like Types,1
249,PEP 249 – Python Database API Specification v2.0,1
253,PEP 253 – Subtyping Built-in Types,1
251,PEP 251 – Python 2.2 Release Schedule,1
250,PEP 250 – Using site-packages on Windows,1
252,PEP 252 – Making Types Look More Like Classes,1
248,PEP 248 – Python Database API Specification v1.0,1
247,PEP 247 – API for Cryptographic Hash Functions,1
246,PEP 246 – Object Adaptation,1
245,PEP 245 – Python Interface Syntax,1
244,PEP 244 – The ,1
243,PEP 243 – Module Repository Upload Mechanism,1
242,PEP 242 – Numeric Kinds,1
241,PEP 241 – Metadata for Python Software Packages,1
240,PEP 240 – Adding a Rational Literal to Python,1
239,PEP 239 – Adding a Rational Type to Python,1
238,PEP 238 – Changing the Division Operator,1
237,PEP 237 – Unifying Long Integers and Integers,1
236,PEP 236 – Back to the __future__,1
235,PEP 235 – Import on Case-Insensitive Platforms,1
219,PEP 219 – Stackless Python,1
218,PEP 218 – Adding a Built-In Set Object Type,1
217,PEP 217 – Display Hook for Interactive Use,1
210,PEP 210 – Decoupling the Interpreter Loop,1
216,PEP 216 – Docstring Format,1
209,PEP 209 – Multi-dimensional Arrays,1
215,PEP 215 – String Interpolation,1
208,PEP 208 – Reworking the Coercion Model,1
214,PEP 214 – Extended Print Statement,1
207,PEP 207 – Rich Comparisons,1
213,PEP 213 – Attribute Access Handlers,1
212,PEP 212 – Loop Counter Iteration,1
206,PEP 206 – Python Advanced Library,1
205,PEP 205 – Weak References,1
211,PEP 211 – Adding A New Outer Product Operator,1
204,PEP 204 – Range Literals,1
203,PEP 203 – Augmented Assignments,1
202,PEP 202 – List Comprehensions,1
201,PEP 201 – Lockstep Iteration,1
200,PEP 200 – Python 2.0 Release Schedule,1
160,PEP 160 – Python 1.6 Release Schedule,1
101,PEP 101 – Doing Python Releases 101,1
102,PEP 102 – Doing Python Micro Releases,1
103,PEP 103 – Collecting information about git,1
20,PEP 20 – The Zen of Python,1
42,PEP 42 – Feature Requests,1
100,PEP 100 – Python Unicode Integration,1
13,PEP 13 – Python Language Governance,1
12,PEP 12 – Sample reStructuredText PEP Template,1
8,PEP 8 – Style Guide for Python Code,1
10,PEP 10 – Voting Guidelines,1
11,PEP 11 – CPython platform support,1
9,PEP 9 – Sample Plaintext PEP Template,1
5,PEP 5 – Guidelines for Language Evolution,1
7,PEP 7 – Style Guide for C Code,1
6,PEP 6 – Bug Fix Releases,1
4,PEP 4 – Deprecation of Standard Modules,1
3,PEP 3 – Guidelines for Handling Bug Reports,1
2,PEP 2 – Procedure for Adding New Modules,1
